pr,acc,f-measure,precision
5288,0.1428571492433548,0.76,0.3544444444444444
5315,0.2857142984867096,0.8000000000000002,0.2622222222222222
5325,0.4000000059604645,0.76,0.5555555555555556
5326,0.4545454680919647,0.76,0.6945454545454546
5328,0.1428571492433548,0.76,0.3828571428571429
5329,0.4285714328289032,0.8399999999999999,0.415
5338,0.3333333432674408,0.68,0.3466666666666667
5340,0.2857142984867096,0.8000000000000002,0.38666666666666666
5347,0.4545454680919647,0.76,0.6945454545454546
5351,0.625,0.88,0.6352380952380953
5352,0.5714285969734192,0.88,0.5883333333333334
5354,0.4285714328289032,0.8399999999999999,0.42857142857142855
5355,0.5,0.8000000000000002,0.5664285714285715
5356,0.5,0.88,0.53
5360,0.6666666865348816,0.92,0.7466666666666666
5361,0.5555555820465088,0.8399999999999999,0.590204081632653
5363,0.3333333432674408,0.76,0.33714285714285713
5382,0.4545454680919647,0.76,0.510625
5385,0.2857142984867096,0.8000000000000002,0.2622222222222222
5389,0.3333333432674408,0.76,0.48125
5392,0.5,0.8399999999999999,0.5771428571428572
5395,0.0,0.76,0.04
5410,0.3333333432674408,0.68,0.5066666666666666
5421,0.1111111119389534,0.68,0.24166666666666667
5423,0.2222222238779068,0.72,0.22666666666666666
5429,0.2857142984867096,0.8000000000000002,0.32
5430,0.20000000298023224,0.8399999999999999,0.19111111111111112
5432,0.2857142984867096,0.8000000000000002,0.2622222222222222
5439,0.3571428656578064,0.64,0.5776190476190476
5441,0.1818181872367859,0.64,0.19111111111111112
5448,0.5,0.92,0.63375
5454,0.25,0.76,0.24666666666666665
5459,0.6666666865348816,0.92,0.6666666666666666
5470,0.1818181872367859,0.64,0.18181818181818182
5471,0.6666666865348816,0.92,0.6666666666666666
5472,0.1428571492433548,0.76,0.1825
5477,0.5714285969734192,0.88,0.5733333333333334
5481,0.1428571492433548,0.76,0.1825
5482,0.6363636255264282,0.8399999999999999,0.7324999999999999
5483,0.4444444477558136,0.8000000000000002,0.44
5487,0.125,0.72,0.25
5495,0.2222222238779068,0.72,0.299047619047619
5497,0.5714285969734192,0.88,0.6914285714285714
5501,0.5714285969734192,0.88,0.5733333333333334
5513,0.4000000059604645,0.88,0.3733333333333333
5514,0.3333333432674408,0.8399999999999999,0.33
5518,0.6000000238418579,0.92,0.7
5519,0.3333333432674408,0.68,0.5066666666666666
5521,0.5,0.92,0.4844444444444444
5525,0.3636363744735718,0.72,0.56
5531,0.25,0.76,0.23047619047619047
5533,0.0,0.8000000000000002,0.7142857142857143
5538,0.375,0.8000000000000002,0.42
5539,0.5,0.8000000000000002,0.7
5544,0.1666666716337204,0.8000000000000002,0.3666666666666667
5554,0.4000000059604645,0.76,0.41333333333333333
5556,0.6000000238418579,0.92,0.7625
