3778.0,0.8571428656578064,0.96,0.8571428571428571
3783.0,0.375,0.8000000000000002,0.575
3784.0,0.2857142984867096,0.8000000000000002,0.38222222222222224
3785.0,0.4285714328289032,0.8399999999999999,0.495
3789.0,0.20000000298023224,0.8399999999999999,0.165
3790.0,0.4285714328289032,0.8399999999999999,0.495
3798.0,0.4166666567325592,0.72,0.6267916865742953
3800.0,0.0,0.88,0.04
3801.0,0.2857142984867096,0.8000000000000002,0.2622222222222222
3806.0,0.25,0.76,0.23047619047619047
3808.0,0.3333333432674408,0.76,0.48125
3820.0,0.4000000059604645,0.88,0.41333333333333333
3821.0,0.5,0.88,0.7133333333333334
3824.0,0.800000011920929,0.96,0.8
3825.0,0.6000000238418579,0.92,0.6799999999999999
3826.0,0.800000011920929,0.96,0.8
3847.0,0.4444444477558136,0.8000000000000002,0.44
3862.0,0.4166666567325592,0.72,0.5571428571428572
3863.0,0.2857142984867096,0.8000000000000002,0.4857142857142857
3865.0,0.5,0.8399999999999999,0.5244444444444444
3871.0,0.3333333432674408,0.92,0.29
3872.0,0.5,0.8399999999999999,0.4971428571428571
3878.0,0.25,0.76,0.32666666666666666
3881.0,0.3333333432674408,0.76,0.48125
3882.0,0.5,0.8000000000000002,0.5029629629629631
3883.0,0.5,0.8399999999999999,0.66
3884.0,0.1428571492433548,0.76,0.14666666666666667
3886.0,0.375,0.8000000000000002,0.33
3887.0,0.1428571492433548,0.76,0.14285714285714285
3891.0,0.625,0.88,0.625
3895.0,0.5,0.92,0.5
3899.0,0.0,0.8000000000000002,0.12333333333333332
3904.0,0.5714285969734192,0.88,0.6133333333333333
3907.0,0.5,0.88,0.5
3909.0,0.4545454680919647,0.76,0.45666666666666667
3911.0,0.0,0.8399999999999999,0.04
3919.0,0.5,0.92,0.5
3927.0,0.1666666716337204,0.6,0.16121212121212122
3931.0,0.2857142984867096,0.8000000000000002,0.7542857142857142
3932.0,0.375,0.8000000000000002,0.375
3942.0,0.3333333432674408,0.76,0.37
3944.0,0.3333333432674408,0.76,0.54125
3947.0,0.3333333432674408,0.76,0.3333333333333333
3950.0,0.3333333432674408,0.76,0.33714285714285713
3954.0,0.4615384638309479,0.72,0.4890909090909091
3964.0,0.375,0.8000000000000002,0.38
3965.0,0.4285714328289032,0.8399999999999999,0.44
3967.0,0.8333333134651184,0.96,0.8333333333333334
3968.0,0.125,0.72,0.3114285714285715
3970.0,0.3333333432674408,0.76,0.41714285714285715
3976.0,0.4285714328289032,0.8399999999999999,0.495
3979.0,0.5,0.8000000000000002,0.6229629629629629
3983.0,0.375,0.8000000000000002,0.3614285714285714
3984.0,0.3333333432674408,0.8399999999999999,0.33
3987.0,0.3333333432674408,0.76,0.4252380952380952
3988.0,0.125,0.72,0.13555555555555554
3996.0,0.5,0.88,0.53
4002.0,0.3333333432674408,0.76,0.33714285714285713
4004.0,0.1666666716337204,0.8000000000000002,0.14
4011.0,0.375,0.8000000000000002,0.38
4015.0,0.4285714328289032,0.68,0.7485714285714286
4016.0,0.5555555820465088,0.8399999999999999,0.5608333333333334
4019.0,0.20000000298023224,0.8399999999999999,0.19111111111111112
4030.0,0.0,0.8399999999999999,0.08
4031.0,0.4545454680919647,0.76,0.5225396825396825
4034.0,0.1428571492433548,0.76,0.14285714285714285
4035.0,0.25,0.88,0.20666666666666667
4037.0,0.5714285969734192,0.88,0.6133333333333333
4039.0,0.6666666865348816,0.96,0.6666666666666666
4040.0,0.20000000298023224,0.8399999999999999,0.165
4043.0,0.2222222238779068,0.72,0.20666666666666667
4044.0,0.2857142984867096,0.8000000000000002,0.2857142857142857
4046.0,0.25,0.88,0.25
4047.0,0.2222222238779068,0.72,0.2533333333333333
4054.0,0.5555555820465088,0.8399999999999999,0.5555555555555556
4056.0,0.4285714328289032,0.8399999999999999,0.415
4057.0,0.375,0.8000000000000002,0.375
4058.0,0.25,0.76,0.24666666666666665
4059.0,0.2222222238779068,0.72,0.34285714285714286
4060.0,0.20000000298023224,0.8399999999999999,0.165
4061.0,0.5714285969734192,0.88,0.6914285714285714
4068.0,0.5,0.88,0.48999999999999994
4100.0,0.0,0.8000000000000002,0.08
4105.0,0.25,0.88,0.25
4106.0,0.375,0.8000000000000002,0.38
4107.0,0.29411765933036804,0.52,0.7004166666666667
4109.0,0.25,0.52,0.73
4111.0,0.2857142984867096,0.8000000000000002,0.32
4116.0,0.2222222238779068,0.72,0.2777777777777778
4119.0,0.1428571492433548,0.76,0.22666666666666668
4123.0,0.2857142984867096,0.8000000000000002,0.32
4124.0,0.30000001192092896,0.72,0.305
4128.0,0.375,0.8000000000000002,0.38666666666666666
4141.0,0.3636363744735718,0.72,0.44571428571428573
4157.0,0.25,0.88,0.25
4180.0,0.625,0.88,0.6352380952380953
4182.0,0.5,0.92,0.4844444444444444
4184.0,0.625,0.88,0.6752380952380952
